Trd, 000060.023, 160
Trd, 000060.068, 216
Trd, 000060.136, 203
Trd, 000060.227, 251.0
Trd, 000060.273, 194.0
Trd, 000060.318, 116
Trd, 000060.432, 232
Trd, 000060.705, 125.0
Trd, 000060.864, 148.0
Trd, 000061.159, 215
Trd, 000061.182, 217.0
Trd, 000061.591, 182.0
Trd, 000062.477, 219
Trd, 000062.727, 182.0
Trd, 000067.477, 228.0
Trd, 000120.068, 187
Trd, 000120.227, 262.0
Trd, 000120.659, 136
Trd, 000120.682, 125.0
Trd, 000120.886, 210
Trd, 000121.682, 207
Trd, 000121.773, 217.0
Trd, 000122.091, 211
Trd, 000122.159, 205.0
Trd, 000122.250, 198
Trd, 000124.977, 197
Trd, 000180.250, 195
Trd, 000180.273, 217.0
Trd, 000180.295, 194.0
Trd, 000180.341, 285.0
Trd, 000180.432, 228
Trd, 000180.500, 228.0
Trd, 000180.591, 142
Trd, 000180.682, 125.0
Trd, 000180.727, 194
Trd, 000180.773, 228.0
Trd, 000240.114, 114.0
Trd, 000240.250, 132
Trd, 000240.523, 238
Trd, 000240.568, 185
Trd, 000240.659, 182.0
Trd, 000240.795, 223
Trd, 000241.068, 219
Trd, 000241.136, 197
Trd, 000242.045, 219
Trd, 000242.341, 216
Trd, 000243.295, 216
Trd, 000300.182, 228.0
Trd, 000300.205, 182.0
Trd, 000300.409, 194.0
Trd, 000300.455, 196
Trd, 000300.614, 196
Trd, 000300.750, 185
Trd, 000300.932, 196
Trd, 000301.386, 192
Trd, 000302.159, 196
Trd, 000303.045, 182
Trd, 000303.955, 181
Trd, 000360.250, 192
Trd, 000360.614, 182
Trd, 000360.886, 193
Trd, 000360.955, 193
Trd, 000361.068, 196
Trd, 000361.182, 182
Trd, 000361.591, 182
Trd, 000361.705, 181
Trd, 000361.977, 182.0
Trd, 000362.659, 193
Trd, 000363.159, 193
Trd, 000364.318, 210
Trd, 000420.273, 194.0
Trd, 000420.318, 197
Trd, 000420.409, 198
Trd, 000420.545, 148.0
Trd, 000420.932, 182.0
Trd, 000421.000, 208
Trd, 000421.227, 190
Trd, 000423.091, 188
Trd, 000423.114, 185
Trd, 000423.318, 189
Trd, 000426.045, 186
Trd, 000480.409, 274.0
Trd, 000480.477, 228.0
Trd, 000480.500, 257
Trd, 000480.818, 262.0
Trd, 000480.886, 262.0
Trd, 000480.977, 235
Trd, 000481.000, 205.0
Trd, 000481.318, 232
Trd, 000481.659, 241
Trd, 000483.023, 238
Trd, 000483.205, 214
Trd, 000540.364, 214
Trd, 000540.500, 202
Trd, 000540.886, 226
Trd, 000540.932, 226
Trd, 000541.045, 227
Trd, 000541.182, 228.0
Trd, 000541.205, 205.0
Trd, 000541.250, 194.0
Trd, 000541.409, 251.0
Trd, 000541.500, 274.0
Trd, 000541.659, 182.0
Trd, 000542.545, 229
