Trd, 000098.136, 244
Trd, 000098.182, 235
Trd, 000098.500, 143
Trd, 000098.591, 206
Trd, 000099.091, 174
Trd, 000101.591, 160
Trd, 000196.273, 168
Trd, 000196.682, 165
Trd, 000197.000, 155
Trd, 000197.182, 190
Trd, 000294.455, 196
Trd, 000294.636, 174
Trd, 000294.909, 203
Trd, 000295.864, 201
Trd, 000296.636, 198
Trd, 000392.591, 202
Trd, 000392.909, 208
Trd, 000393.227, 213
Trd, 000393.455, 210
Trd, 000393.773, 209
Trd, 000490.409, 210
Trd, 000492.455, 190
Trd, 000588.455, 204
Trd, 000590.273, 173
Trd, 000686.909, 172
Trd, 000687.045, 176
Trd, 000785.182, 173
Trd, 000786.182, 173
Trd, 000883.455, 206
Trd, 000884.591, 201
Trd, 000884.682, 202
Trd, 000885.091, 200
Trd, 000885.818, 202
Trd, 000981.273, 199
Trd, 000981.682, 197
Trd, 000981.864, 199
Trd, 000983.682, 198
Trd, 001079.045, 198
Trd, 001177.591, 199
Trd, 001178.864, 198
Trd, 001179.182, 197
Trd, 001275.227, 197
Trd, 001275.727, 197
Trd, 001373.773, 196
Trd, 001374.000, 195
Trd, 001374.682, 195
Trd, 001472.182, 195
Trd, 001475.636, 195
Trd, 001569.455, 194
Trd, 004120.227, 183
Trd, 004120.318, 178
Trd, 004120.727, 190
Trd, 004121.864, 188
Trd, 004123.273, 187
Trd, 004218.000, 186
Trd, 004218.364, 186
Trd, 004218.409, 185
Trd, 004219.864, 186
Trd, 004220.364, 185
Trd, 004316.364, 184
Trd, 004316.455, 183
Trd, 004316.591, 183
Trd, 004317.182, 182
Trd, 004413.909, 184
Trd, 004414.000, 186
Trd, 004414.318, 184
Trd, 004414.455, 186
Trd, 004415.227, 189
Trd, 004512.045, 190
Trd, 004512.182, 164
Trd, 004512.500, 183
Trd, 004512.682, 169
Trd, 004610.364, 184
Trd, 004611.045, 183
Trd, 004611.773, 183
Trd, 004612.545, 182
Trd, 004708.364, 182
Trd, 004708.773, 181
Trd, 004710.364, 181
Trd, 004805.955, 181
Trd, 004806.682, 180
Trd, 004904.318, 220
Trd, 004906.045, 224
Trd, 005002.182, 198
Trd, 005002.273, 199
Trd, 005002.455, 195
Trd, 005002.818, 196
Trd, 005003.000, 205
Trd, 005100.273, 201
Trd, 005100.682, 200
Trd, 005101.000, 201
Trd, 005101.227, 201
Trd, 005101.955, 201
Trd, 005198.318, 205
Trd, 005296.682, 176
Trd, 005395.227, 172
Trd, 005395.682, 176
Trd, 005495.409, 172
Trd, 005496.500, 171
Trd, 005590.545, 189
Trd, 005591.273, 167
Trd, 005593.318, 168
Trd, 005688.773, 167
Trd, 005689.136, 167
Trd, 005692.000, 167
Trd, 005788.136, 167
Trd, 005885.364, 167
Trd, 005982.545, 175
Trd, 006080.773, 169
Trd, 006178.773, 162
Trd, 006278.818, 154
Trd, 006375.182, 154
Trd, 006375.500, 164
Trd, 006377.227, 166
Trd, 006377.364, 165
Trd, 006472.818, 164
Trd, 006473.318, 164
Trd, 006474.409, 166
Trd, 006474.636, 165
