Trd, 000001.750, 110
Trd, 000001.787, 133
Trd, 000002.775, 177
Trd, 000003.363, 182
Trd, 000003.425, 197
Trd, 000004.325, 194
Trd, 000005.400, 184
Trd, 000005.875, 205
Trd, 000006.538, 197
Trd, 000007.075, 217
Trd, 000008.613, 213
Trd, 000009.013, 218
Trd, 000009.288, 215
Trd, 000009.350, 203
Trd, 000009.450, 200
Trd, 000009.675, 200
Trd, 000010.150, 199
Trd, 000010.237, 195
Trd, 000010.737, 206
Trd, 000010.975, 206
Trd, 000011.200, 199
Trd, 000011.687, 200
Trd, 000012.187, 199
Trd, 000013.000, 204
Trd, 000014.450, 199
Trd, 000016.862, 200
Trd, 000018.062, 201
Trd, 000018.637, 200
Trd, 000019.212, 201
Trd, 000019.350, 200
Trd, 000019.462, 200
Trd, 000019.675, 200
Trd, 000019.712, 200
Trd, 000023.987, 199
Trd, 000024.100, 200
Trd, 000024.112, 199
Trd, 000039.050, 199
